F1,id,Lat,Long,Pr,d_o,m_n,N_o_r,r_p_m,ava_2020,room_type
19587,16634357,40.77486,-73.95296,899,276,30,6,0.19,89,1
32701,28324221,40.75278,-73.97107,160,276,30,11,0.9,343,1
14596,12496037,40.78475,-73.9717,650,281,30,4,0.1,104,1
27113,22455153,40.76151,-73.97635,220,281,30,2,0.12,126,1
5684,4440751,40.72169,-73.98773,99,282,30,22,0.37,123,1
7728,6362061,40.78185,-73.97844,99,285,30,15,0.28,180,1
28074,23478580,40.74265,-73.98066,450,287,30,16,0.75,98,1
15704,13388210,40.76334,-73.98909,125,289,30,10,0.36,109,1
17847,15159731,40.74018,-73.97962,125,289,30,11,0.31,288,1
25746,21785385,40.71953,-74.00386,339,289,30,10,0.42,363,1
17349,14619860,40.71581,-74.00616,440,290,30,1,0.04,115,1
30546,26183582,40.7898,-73.94853,169,291,30,58,3.3,11,1
3998,2863589,40.79193,-73.97443,109,291,30,22,0.34,123,1
22960,19855804,40.72826,-73.98156,100,292,30,41,1.42,212,1
33834,29452654,40.76388,-73.99307,125,297,30,1,0.21,89,1
5749,4494217,40.73604,-74.0056,130,298,30,1,0.09,0,1
24240,20826700,40.73105,-73.98195,150,299,30,51,2.44,143,1
34492,29945246,40.74419,-74.00067,125,300,30,2,0.18,89,1
15723,13395362,40.76409,-73.99122,199,301,30,4,0.12,0,1
2677,1669250,40.79221,-73.97476,104,302,30,24,0.32,0,1
13929,11739168,40.77034,-73.96257,125,303,30,14,0.35,104,1
7003,5593679,40.78965,-73.9687,110,305,30,7,0.12,81,1
18915,16215826,40.73565,-73.98056,90,305,30,7,0.19,123,1
20360,17561119,40.76032,-73.96618,154,305,30,8,0.35,314,1
1437,695465,40.72482,-73.98097,73,306,30,102,1.2,0,1
20583,17812444,40.73581,-74.00666,185,306,30,26,0.81,355,1
18861,16177837,40.74,-73.97936,142,330,30,10,0.29,243,1
28026,23432542,40.76305,-73.96704,240,330,30,3,0.15,295,1
7891,6481160,40.72934,-73.98473,122,331,30,10,0.2,48,1
13931,11739698,40.75892,-73.98949,133,331,30,7,0.18,295,1
1965,959478,40.71687,-73.99046,87,333,30,53,0.65,108,1
6291,4823910,40.79228,-73.97414,117,334,30,1,0.31,31,1
25797,21814812,40.72941,-73.97916,249,336,30,6,0.74,49,1
11260,9341144,40.80786,-73.94313,100,339,30,3,0.13,25,1
15106,13009244,40.73799,-74.00074,199,340,30,81,2.06,148,1
9183,7545750,40.86464,-73.92768,60,342,30,7,0.13,71,1
30058,25602541,40.74029,-73.98337,185,346,30,34,1.97,151,1
10981,9104995,40.75633,-73.99439,125,350,30,10,0.32,0,1
32362,27988835,40.73241,-74.00722,180,355,30,2,0.14,0,1
13715,11512962,40.76687,-73.98273,400,364,30,2,0.05,338,1
1523,741354,40.57728,-73.95362,73,179,30,21,0.24,272,1
15999,13544120,40.75683,-73.9659,95,0,30,5,0.18,0,1
28130,23538486,40.74891,-73.97887,284,0,30,1,0.09,277,1
4995,3866843,40.76908,-73.98483,87,0,30,5,0.09,308,1
15388,13171703,40.74855,-73.98019,199,0,30,2,0.05,327,1
22549,19563107,40.74956,-73.97714,175,0,30,1,0.04,333,1
12965,10413492,40.76343,-73.99391,120,0,30,7,0.16,344,1
15989,13540817,40.7588,-73.96611,260,0,30,1,0.05,348,1
3338,2165933,40.76252,-73.98376,200,0,30,2,0.04,350,1
25051,21378053,40.74871,-73.9753,175,0,30,2,0.09,351,1
24275,20857108,40.74814,-73.97554,175,0,30,1,0.06,358,1
6892,5443318,40.76615,-73.9879,160,0,30,11,0.22,358,1
13391,11043970,40.75774,-73.99523,80,0,30,3,0.07,360,1
13648,11435936,40.76241,-73.98587,180,0,30,5,0.13,363,1
13461,11156579,40.7591,-73.96334,180,0,30,1,0.02,364,1
4916,3808620,40.76867,-73.98541,87,0,30,7,0.12,364,1
11399,9426526,40.76465,-73.99499,70,0,30,1,0.08,365,1
10579,8740683,40.7569,-73.96408,115,0,30,1,0.03,365,1
23452,20202650,40.74847,-73.97562,222,0,30,1,0.06,365,1
13136,10651757,40.75685,-73.99569,250,0,30,1,0.08,365,1
18168,15497821,40.76045,-73.99929,748,0,30,1,0.06,365,1
4737,3652120,40.76073,-73.99215,115,0,30,3,0.05,365,1
13189,10724792,40.75279,-73.97251,115,0,30,4,0.1,365,1
13328,10939344,40.76382,-73.99498,140,0,30,4,0.1,365,1
7326,5986444,40.75709,-73.99545,70,0,30,12,0.23,365,1
35480,30502752,40.76516,-73.9819,265,1,30,2,0.77,324,1
20901,18179365,40.76318,-73.99462,200,1,30,1,0.03,334,1
6852,5402672,40.74746,-73.97883,499,1,30,4,0.08,350,1
15235,13092482,40.76227,-73.99807,199,1,30,1,0.03,364,1
15778,13426681,40.76216,-73.99775,235,1,30,1,0.04,364,1
15796,13431793,40.76213,-73.99972,239,1,30,1,0.03,364,1
16562,13891302,40.76062,-73.99741,479,1,30,1,0.11,364,1
15026,12951215,40.76222,-73.99889,239,1,30,2,0.08,364,1
18390,15769964,40.7617,-73.99762,275,1,30,2,0.07,364,1
15789,13430012,40.76077,-73.99822,239,1,30,1,0.04,365,1
14032,11866751,40.76072,-73.99818,239,1,30,2,0.06,365,1
18022,15347268,40.75425,-73.98312,2000,1,30,4,0.1,365,1
16818,14065821,40.75298,-73.98874,550,2,30,3,0.08,1,1
13764,11557387,40.75453,-73.96473,205,2,30,2,0.59,364,1
16073,13585905,40.76122,-73.98292,185,3,30,5,0.2,365,1
6899,5454050,40.76494,-73.9881,150,11,30,15,0.27,365,1
12977,10434806,40.76486,-73.99479,150,16,30,8,0.18,323,1
34922,30229988,40.75421,-73.96834,246,16,30,1,0.09,365,1
4212,3121851,40.76745,-73.98489,87,16,30,8,0.18,365,1
21605,18828803,40.76137,-73.99307,140,18,30,5,0.18,362,1
27558,22911635,40.75946,-73.96498,225,19,30,3,0.15,89,1
27472,22797978,40.7504,-73.97759,200,19,30,3,0.19,339,1
2680,1672977,40.76703,-73.98874,250,22,30,17,0.32,320,1
1504,728764,40.76761,-73.98619,100,26,30,3,0.1,250,1
24955,21311946,40.76037,-73.99085,108,26,30,2,0.08,338,1
18155,15495202,40.75315,-73.97253,128,26,30,4,0.11,347,1
16867,14104044,40.74733,-73.97289,79,31,30,6,0.32,156,1
16690,13970217,40.76036,-73.96462,225,36,30,8,0.22,324,1
26948,22354598,40.74979,-73.97551,111,55,30,1,0.12,218,1
5011,3882103,40.76665,-73.9866,250,56,30,1,0.86,350,1
14829,12778678,40.76049,-73.96621,140,58,30,5,0.13,349,1
14755,12708671,40.76344,-73.9929,142,66,30,5,0.14,235,1
22805,19757672,40.74965,-73.97566,150,69,30,1,0.05,365,1
6267,4813342,40.76497,-73.98854,95,73,30,5,0.12,335,1
16769,14025561,40.7607,-73.98347,130,75,30,2,0.28,249,1
6810,5358354,40.76685,-73.98644,170,79,30,21,0.41,299,1
29978,25486302,40.74483,-73.97956,125,79,30,2,0.21,364,1
11742,9631380,40.7659,-73.98674,230,85,30,1,0.07,338,1
24347,20914119,40.7605,-73.99189,109,86,30,1,0.04,349,1
29266,24717470,40.76284,-73.99332,125,90,30,5,0.3,319,1
6245,4798723,40.75235,-73.96781,105,92,30,3,0.05,339,1
33878,29489407,40.76382,-73.98815,125,93,30,3,0.25,365,1
32132,27759455,40.74616,-73.98641,800,95,30,1,0.12,269,1
10869,9007767,40.76135,-73.96707,135,95,30,10,0.21,356,1
15232,13091684,40.74927,-73.98303,163,126,30,5,0.18,284,1
21655,18873598,40.74966,-73.97601,175,127,30,1,0.73,0,1
21657,18873930,40.7496,-73.97609,175,127,30,6,0.21,153,1
13186,10721891,40.76507,-73.99301,100,129,30,11,0.25,363,1
12234,9881685,40.76665,-73.98281,190,130,30,1,0.03,210,1
4739,3653996,40.76882,-73.98699,110,142,30,10,0.17,365,1
4996,3866888,40.7495,-73.98313,150,147,30,14,0.23,351,1
21444,18683879,40.74954,-73.97687,150,162,30,3,0.15,99,1
12213,9874710,40.76118,-73.98535,139,185,30,1,0.03,356,1
12496,10017561,40.74672,-73.97841,150,192,30,4,0.1,93,1
29756,25232008,40.76457,-73.97518,166,192,30,1,0.3,173,1
14006,11837962,40.7566,-73.96956,133,198,30,9,0.25,30,1
30500,26131873,40.76234,-73.98947,199,207,30,1,0.07,0,1
17683,14994367,40.76748,-73.98609,175,207,30,3,0.1,365,1
14925,12853281,40.75572,-73.96936,125,211,30,7,0.19,63,1
5479,4278084,40.75062,-73.98247,75,251,30,13,0.21,69,1
25341,21566103,40.76132,-73.99298,133,263,30,2,0.08,154,1
23429,20189718,40.76149,-73.97536,200,298,30,5,0.21,126,1
13824,11619745,40.76406,-73.991,185,299,30,3,0.07,0,1
29069,24497152,40.75569,-73.96679,150,301,30,1,0.06,0,1
16369,13754150,40.75965,-73.96543,140,306,30,17,0.42,341,1
22234,19314011,40.75542,-73.96781,185,316,30,3,0.13,259,1
3994,2862900,40.76634,-73.98719,99,335,30,8,0.17,179,1
28991,24387440,40.75418,-73.9664,180,360,30,16,0.8,154,1
32181,27809255,40.75734,-73.96727,150,0,30,2,0.28,217,1
22367,19408914,40.74818,-73.97537,175,0,30,2,0.09,337,1
10587,8752714,40.75618,-73.966,100,0,30,2,0.04,339,1
21315,18573121,40.75194,-73.97068,232,0,30,2,0.08,364,1
15193,13064717,40.76102,-73.96555,87,0,30,2,0.05,365,1
21590,18820446,40.74891,-73.97589,150,0,30,2,0.08,365,1
25994,21908184,40.75006,-73.97694,195,0,30,2,0.12,365,1
22389,19424191,40.74857,-73.97722,150,0,30,6,0.24,365,1
4925,3817216,40.74915,-73.97196,87,0,30,8,0.13,365,1
29225,24657328,40.75864,-73.97035,200,1,30,7,0.37,339,1
11044,9146175,40.75687,-73.97321,245,2,30,1,0.02,365,1
4147,3046941,40.74462,-73.97488,100,3,30,6,0.1,365,1
7884,6477558,40.75085,-73.98266,150,10,30,6,0.14,216,1
27087,22445969,40.74934,-73.9781,150,27,30,3,0.41,340,1
23873,20582991,40.74844,-73.97713,130,30,30,2,0.08,0,1
23875,20583325,40.7482,-73.97525,150,50,30,4,0.2,340,1
14767,12723066,40.7503,-73.98144,184,83,30,10,0.25,275,1
14919,12851015,40.75755,-73.9666,150,104,30,4,0.11,309,1
21539,18768741,40.74819,-73.976,150,127,30,3,0.12,160,1
14254,12114040,40.74939,-73.98292,99,128,30,10,0.23,226,1
17776,15083571,40.74949,-73.98277,175,147,30,6,0.16,218,1
14620,12542485,40.7493,-73.98132,180,154,30,6,0.15,155,1
15956,13526398,40.76071,-73.96469,150,175,30,11,0.4,221,1
13858,11652872,40.75589,-73.96753,133,185,30,10,0.26,349,1
12342,9938066,40.74892,-73.9828,110,194,30,8,0.17,164,1
15742,13407476,40.75608,-73.96895,200,211,30,3,0.14,172,1
21902,19069915,40.75609,-73.96941,125,241,30,3,0.16,172,1
7383,6043671,40.74725,-73.97431,168,276,30,12,0.23,64,1
13941,11752905,40.75573,-73.96835,150,318,30,8,0.18,157,1
1860,876355,40.81368,-73.95942,108,228,30,8,0.11,282,1
22713,19693245,40.74956,-73.97668,175,0,30,3,0.11,331,1
29936,25452588,40.74454,-73.97339,189,0,30,2,0.12,348,1
13806,11596767,40.74754,-73.97199,297,0,30,1,0.02,364,1
21564,18792703,40.75023,-73.97664,195,0,30,1,0.04,365,1
34773,30125523,40.74957,-73.97683,111,0,30,2,0.34,365,1
25966,21893129,40.75033,-73.97546,150,0,30,2,0.1,365,1
30498,26131606,40.74969,-73.9774,175,3,30,2,0.47,365,1
30564,26198109,40.74419,-73.97186,187,10,30,1,0.16,351,1
30295,25921999,40.74388,-73.97193,174,25,30,1,0.11,331,1
22711,19692421,40.74846,-73.97557,170,51,30,7,0.25,365,1
30499,26131794,40.7512,-73.97738,175,56,30,3,0.29,245,1
4928,3818279,40.74445,-73.97181,200,57,30,7,0.13,308,1
21585,18812153,40.75044,-73.9753,150,127,30,7,0.26,137,1
1419,684991,40.74851,-73.97796,134,176,30,9,0.1,358,1
29487,24943768,40.74929,-73.97827,150,229,30,4,0.25,123,1
17717,15035050,40.72332,-73.99466,150,295,30,8,0.23,165,1
17499,14802396,40.67861,-73.98066,227,59,30,2,0.05,0,1
14425,12302429,40.66977,-73.98042,85,84,30,5,0.16,187,1
10065,8256930,40.66826,-73.98223,70,85,30,29,0.57,226,1
17479,14783267,40.66961,-73.97991,170,116,30,17,0.43,0,1
1707,813554,40.67228,-73.97248,185,116,30,36,0.54,294,1
23765,20494672,40.68107,-73.97876,295,129,30,51,2.03,222,1
24453,20992027,40.67858,-73.9812,300,360,30,53,1.98,58,1
3017,1956677,40.80844,-73.92889,140,0,30,16,0.22,365,1
11964,9758378,40.67545,-73.96884,250,49,30,13,0.3,246,1
20525,17751792,40.67453,-73.96785,174,57,30,1,0.83,328,1
15540,13270298,40.67634,-73.96651,298,165,30,3,0.09,264,1
32363,27988990,40.67769,-73.96548,150,364,30,2,0.15,0,1
27888,23265699,40.76105,-73.82317,85,0,30,5,0.28,186,1
6456,4933043,40.75782,-73.92128,260,0,30,16,0.28,279,1
2105,1076324,40.74361,-73.91662,145,0,30,9,0.11,365,1
14111,11973701,40.74518,-73.91704,147,0,30,9,0.21,365,1
9481,7760545,40.74494,-73.91513,120,1,30,29,0.56,178,1
17427,14723697,40.75539,-73.91709,260,11,30,7,0.2,233,1
5453,4262707,40.65443,-73.84605,63,15,30,3,0.05,348,1
16776,14028513,40.7626,-73.91341,200,30,30,6,0.15,339,1
14417,12293900,40.72163,-73.90612,96,31,30,19,0.46,320,1
21578,18805588,40.75872,-73.82174,183,41,30,3,0.19,295,1
23162,19984134,40.76112,-73.82327,140,73,30,4,0.15,202,1
11325,9374263,40.66203,-73.7698,200,73,30,68,1.48,365,1
9665,7887966,40.75837,-73.91387,100,165,30,62,1.27,112,1
16929,14152775,40.74326,-73.95358,175,211,30,17,0.42,97,1
18525,15889590,40.76092,-73.82194,143,219,30,4,0.17,122,1
24238,20825876,40.76064,-73.92481,95,238,30,54,2.55,154,1
30289,25917090,40.77646,-73.91032,72,289,30,2,0.41,90,1
23330,20127311,40.70709,-73.89422,49,302,30,71,2.95,60,1
27860,23230395,40.74524,-73.8876,100,303,30,4,0.24,184,1
22727,19700585,40.7461,-73.92146,150,321,30,8,0.29,0,1
22339,19386564,40.75636,-73.927,70,358,30,11,0.38,126,1
3866,2690370,40.74606,-73.95765,130,363,30,1,0.02,0,1
3576,2349737,40.73243,-73.86773,275,0,30,9,0.13,351,1
2267,1220548,40.69414,-73.82538,90,174,30,35,0.46,94,1
26198,21985279,40.70231,-73.82722,66,286,30,9,0.37,173,1
21057,18329309,40.70036,-73.90238,78,352,30,13,0.47,35,1
20999,18271282,40.7239,-73.99678,850,0,30,7,0.22,353,1
14015,11844776,40.74356,-73.91685,96,0,30,5,0.12,365,1
20396,17617905,40.74176,-73.924,75,196,30,7,0.22,90,1
32775,28385105,40.74707,-73.9235,80,264,30,3,0.25,133,1
2453,1401826,40.74342,-73.92635,100,299,30,3,0.08,98,1
34350,29861189,40.64534,-74.00682,85,115,30,1,0.18,308,1
5182,4039789,40.83331,-73.91742,90,26,30,1,0.03,358,1
14330,12205604,40.58859,-73.7938,95,1,30,31,0.7,341,1
29672,25137887,40.58809,-73.79387,550,8,30,39,2.1,362,1
29675,25138975,40.58794,-73.81579,89,106,30,35,1.96,59,1
30430,26062650,40.58536,-73.81726,75,275,30,1,0.07,363,1
6891,5442584,40.76115,-73.98224,200,3,30,15,0.28,300,1
15231,13091309,40.76069,-73.98319,199,14,30,1,0.03,365,1
3734,2525956,40.76084,-73.98367,129,217,30,16,0.23,0,1
18362,15732669,40.76258,-73.98575,155,223,30,1,0.03,308,1
19406,16476482,40.71545,-74.00678,245,0,30,1,0.06,270,1
34886,30201476,40.71532,-74.00645,190,29,30,1,0.1,299,1
15204,13073569,40.71642,-74.00679,210,30,30,1,0.14,365,1
35235,30393099,40.71607,-74.00564,215,51,30,1,0.11,250,1
35231,30392930,40.71488,-74.00687,309,58,30,1,0.1,116,1
25622,21727407,40.71994,-74.00332,350,309,30,21,0.86,77,1
3799,2620068,40.77107,-73.95682,117,0,30,6,0.1,0,1
20775,18039693,40.78077,-73.95206,115,0,30,2,0.08,265,1
10130,8319784,40.76483,-73.95801,249,0,30,1,0.03,282,1
9887,8089270,40.76511,-73.96555,155,0,30,9,0.18,324,1
6704,5231817,40.76201,-73.96084,150,0,30,6,0.12,331,1
15068,12983699,40.77301,-73.95045,169,0,30,1,0.08,335,1
12223,9879556,40.76257,-73.95915,249,0,30,1,0.04,337,1
34864,30182137,40.7719,-73.95521,133,0,30,4,0.43,357,1
14897,12833187,40.76297,-73.96252,225,0,30,1,0.04,360,1
4974,3849347,40.76236,-73.96642,130,0,30,2,0.04,365,1
13476,11173173,40.76162,-73.96588,138,0,30,2,0.05,365,1
15476,13231183,40.76161,-73.96192,148,0,30,2,0.39,365,1
30367,26002246,40.76018,-73.9608,117,1,30,2,0.48,307,1
29014,24420139,40.75972,-73.96021,275,1,30,1,0.05,364,1
5891,4600556,40.78318,-73.94556,300,2,30,10,0.17,350,1
24771,21212937,40.76114,-73.961,153,3,30,1,0.04,365,1
3797,2619549,40.77265,-73.9574,145,5,30,1,0.07,216,1
15072,12985547,40.77219,-73.95588,138,5,30,2,0.11,351,1
24215,20811696,40.78015,-73.95852,225,5,30,1,0.23,364,1
6580,5054072,40.7606,-73.96028,155,7,30,17,0.29,365,1
22857,19787245,40.76937,-73.95745,155,14,30,12,0.45,343,1
14964,12886380,40.77692,-73.95126,390,18,30,1,0.05,365,1
8512,6971639,40.76021,-73.96157,165,19,30,13,0.26,348,1
4168,3068852,40.77224,-73.95629,117,19,30,7,0.13,353,1
3812,2636532,40.77278,-73.95753,142,20,30,1,0.02,226,1
16754,14012274,40.76026,-73.96204,152,20,30,1,0.04,349,1
9124,7498074,40.77085,-73.95725,118,21,30,5,0.12,257,1
13095,10569037,40.78029,-73.95423,127,22,30,6,0.16,364,1
14941,12867918,40.76875,-73.95723,150,23,30,14,0.35,347,1
16915,14139553,40.77007,-73.9569,119,25,30,14,0.38,213,1
12721,10142056,40.77349,-73.95225,99,25,30,8,0.18,280,1
5969,4643199,40.77167,-73.95735,138,25,30,4,0.1,329,1
8511,6971348,40.76249,-73.96217,155,25,30,6,0.13,365,1
29183,24622772,40.76852,-73.95588,123,26,30,3,0.28,118,1
3788,2607583,40.77231,-73.95588,103,26,30,7,0.2,298,1
8513,6971750,40.76244,-73.96031,165,26,30,9,0.18,339,1
6867,5418312,40.76181,-73.96127,115,27,30,19,0.34,0,1
21969,19118963,40.76956,-73.95835,125,27,30,11,0.43,238,1
35188,30388352,40.77518,-73.9491,271,30,30,1,0.12,204,1
12846,10268663,40.7776,-73.95277,360,30,30,1,0.07,363,1
6683,5199439,40.77339,-73.95421,99,31,30,15,0.27,279,1
4703,3626426,40.77274,-73.95732,135,35,30,3,0.07,315,1
17690,15003930,40.77395,-73.95248,200,36,30,5,0.18,279,1
21599,18823971,40.77299,-73.95745,117,36,30,4,0.15,354,1
28398,23766986,40.7813,-73.94675,162,43,30,1,0.26,334,1
20140,17316757,40.78168,-73.95266,100,44,30,5,0.15,0,1
12903,10341262,40.78165,-73.94647,110,49,30,7,0.19,286,1
30215,25823670,40.77669,-73.95673,251,56,30,1,0.11,121,1
4732,3645284,40.76043,-73.95992,160,58,30,15,0.23,281,1
4106,2995209,40.77126,-73.95671,116,63,30,1,0.01,361,1
6028,4688418,40.7734,-73.95357,99,71,30,7,0.12,285,1
4008,2872353,40.77105,-73.95727,119,75,30,4,0.11,240,1
17395,14692459,40.78316,-73.94662,99,81,30,4,0.12,0,1
6161,4759906,40.78032,-73.95249,200,85,30,9,0.19,126,1
13882,11673282,40.77688,-73.95505,250,86,30,1,0.03,299,1
6069,4714854,40.78171,-73.94617,99,89,30,6,0.13,227,1
14863,12812544,40.77725,-73.95137,190,115,30,4,0.1,217,1
3232,2100174,40.77452,-73.94951,150,120,30,30,0.43,87,1
16599,13912712,40.76911,-73.95694,129,128,30,10,0.3,189,1
7088,5695055,40.7711,-73.95627,118,146,30,4,0.08,267,1
6605,5085803,40.78151,-73.94775,99,153,30,12,0.26,313,1
20589,17820343,40.76138,-73.9598,115,181,30,1,0.04,365,1
13899,11695094,40.76798,-73.96755,140,185,30,4,0.22,38,1
10596,8759876,40.76942,-73.96614,140,185,30,7,0.18,75,1
10513,8682875,40.76942,-73.96705,155,185,30,8,0.19,86,1
16227,13674169,40.77377,-73.9468,125,208,30,10,0.27,155,1
16228,13674338,40.77467,-73.95533,133,210,30,12,0.32,60,1
26758,22265765,40.77466,-73.94748,150,210,30,6,0.27,156,1
16009,13548332,40.78531,-73.95683,150,211,30,2,0.06,334,1
14105,11968680,40.78328,-73.95695,117,212,30,10,0.27,349,1
18465,15830677,40.77789,-73.95473,117,217,30,1,0.16,309,1
11610,9546994,40.76866,-73.96562,130,218,30,12,0.41,0,1
16011,13548515,40.7746,-73.95546,125,229,30,7,0.26,245,1
13902,11697308,40.78002,-73.95284,125,236,30,9,0.23,332,1
13480,11183567,40.76792,-73.96724,154,239,30,9,0.22,86,1
28039,23437788,40.76483,-73.96675,485,274,30,2,0.13,332,1
34948,30251543,40.78139,-73.94678,150,281,30,1,0.08,173,1
13894,11687738,40.76087,-73.96217,117,300,30,12,0.31,140,1
3463,2254817,40.76886,-73.95877,130,326,30,4,0.32,351,1
31002,26692402,40.77668,-73.94587,93,334,30,12,0.75,17,1
35534,30528692,40.77469,-73.95067,102,353,30,2,0.17,0,1
12937,10385262,40.78923,-73.96802,135,0,30,2,0.36,168,1
6425,4905118,40.78286,-73.98339,265,0,30,15,0.26,351,1
14616,12535946,40.79433,-73.96518,200,0,30,1,0.08,365,1
7022,5616298,40.7747,-73.98708,2000,1,30,9,0.17,0,1
23943,20632678,40.77089,-73.98498,375,1,30,1,0.04,364,1
17064,14280778,40.79321,-73.97685,489,1,30,8,0.2,364,1
17433,14730708,40.7791,-73.98182,3000,1,30,8,0.21,364,1
7048,5649623,40.77306,-73.98637,2000,1,30,9,0.16,364,1
2191,1146653,40.79208,-73.96482,1000,1,30,24,0.31,364,1
7976,6560257,40.79222,-73.96445,1000,1,30,27,0.51,364,1
17256,14497942,40.79377,-73.96586,330,1,30,1,0.04,365,1
12790,10207267,40.79544,-73.96736,140,2,30,4,0.1,356,1
9547,7803475,40.77849,-73.98527,374,3,30,16,0.31,362,1
2007,993514,40.78729,-73.97439,191,4,30,8,0.1,0,1
20231,17447150,40.78688,-73.97403,184,4,30,4,0.13,339,1
27836,23195752,40.79788,-73.96235,250,4,30,2,0.13,364,1
23036,19907176,40.77578,-73.98923,255,6,30,6,0.25,109,1
22916,19822964,40.77395,-73.98786,190,6,30,9,0.33,248,1
24503,21021957,40.77536,-73.98952,280,12,30,9,0.78,328,1
30059,25606022,40.7982,-73.97063,150,14,30,1,0.24,168,1
6441,4921548,40.7813,-73.98319,205,18,30,20,0.34,365,1
13015,10488505,40.79783,-73.96405,275,22,30,10,0.22,347,1
17667,14976950,40.79799,-73.96161,300,25,30,1,0.33,326,1
11483,9476774,40.78613,-73.9732,295,26,30,2,0.05,324,1
14747,12700609,40.79613,-73.96638,197,27,30,2,0.05,254,1
12792,10207629,40.79534,-73.96583,180,28,30,4,0.11,347,1
6555,5034136,40.78215,-73.98349,105,30,30,16,0.3,218,1
13454,11145050,40.79191,-73.97322,117,40,30,4,0.11,347,1
23037,19907609,40.77476,-73.98947,320,47,30,10,0.39,339,1
1799,846854,40.78689,-73.97314,300,51,30,93,1.16,351,1
25965,21892834,40.78383,-73.97529,150,56,30,9,0.38,356,1
24639,21133911,40.77538,-73.98814,300,60,30,8,0.34,290,1
6959,5541897,40.78182,-73.98492,140,64,30,12,0.22,169,1
23033,19906460,40.77396,-73.98782,225,72,30,24,0.88,325,1
14668,12598128,40.79895,-73.95949,235,88,30,5,0.11,250,1
5685,4444204,40.79795,-73.96175,300,88,30,4,0.07,352,1
11586,9531148,40.76941,-73.98162,550,115,30,1,0.02,0,1
4933,3819703,40.79082,-73.97452,140,115,30,4,0.08,365,1
20679,17922181,40.79857,-73.96162,110,154,30,9,0.32,164,1
20192,17383253,40.79584,-73.96242,135,166,30,6,0.21,210,1
29768,25251220,40.78818,-73.97057,113,177,30,1,0.29,280,1
35126,30369652,40.78687,-73.97189,175,186,30,21,1.83,302,1
26990,22375827,40.79698,-73.96226,110,191,30,7,0.33,182,1
35129,30370564,40.77396,-73.98925,260,191,30,4,0.34,237,1
5880,4588273,40.77926,-73.97877,225,192,30,7,0.12,173,1
4887,3783016,40.79253,-73.97378,104,202,30,16,0.26,151,1
13645,11434570,40.79804,-73.96135,140,204,30,22,0.49,277,1
19673,16725326,40.78339,-73.98168,140,211,30,2,0.06,96,1
5757,4499976,40.78878,-73.97386,225,211,30,17,0.28,163,1
5690,4447904,40.77783,-73.9815,80,213,30,5,0.08,45,1
29923,25444327,40.78105,-73.98151,125,215,30,3,0.19,36,1
14227,12091679,40.78342,-73.97312,133,215,30,10,0.25,156,1
18577,15948069,40.79835,-73.9616,240,249,30,1,0.14,255,1
2587,1560339,40.78981,-73.97518,104,254,30,28,0.37,170,1
20348,17554981,40.7979,-73.96024,130,270,30,4,0.14,243,1
16460,13815548,40.78664,-73.97275,195,275,30,3,0.07,90,1
11276,9349010,40.79273,-73.97216,104,275,30,5,0.11,153,1
2483,1436810,40.78622,-73.97586,99,294,30,26,0.34,153,1
2173,1132409,40.78898,-73.97589,79,310,30,12,0.15,0,1
13879,11671588,40.78833,-73.97026,150,333,30,7,0.3,0,1
13786,11581737,40.78638,-73.97004,101,347,30,10,0.33,0,1
31541,27227103,40.89382,-73.84844,75,138,30,9,0.59,339,1
7357,6018325,40.84245,-73.93918,140,30,30,9,0.17,284,1
14114,11981509,40.84216,-73.94101,95,33,30,8,0.19,117,1
20303,17516489,40.8513,-73.93681,185,85,30,7,0.22,350,1
1714,816888,40.85604,-73.93469,100,103,30,13,0.17,188,1
24525,21038703,40.84859,-73.93855,85,325,30,4,0.17,0,1
13658,11450373,40.73642,-74.00263,188,0,30,2,0.05,365,1
1566,758919,40.73427,-74.00292,250,2,30,2,0.02,363,1
21154,18425106,40.72948,-74.00961,195,5,30,1,0.11,365,1
4894,3791244,40.73254,-74.00698,175,16,30,14,0.23,308,1
22729,19701037,40.73394,-74.0049,140,78,30,4,0.2,304,1
31776,27462063,40.73495,-74.00402,190,193,30,6,0.45,147,1
4938,3826425,40.73493,-74.0007,160,194,30,46,1.06,154,1
18470,15833015,40.73428,-73.99969,221,360,30,3,0.11,0,1
23514,20245130,40.71352,-73.96148,800,0,30,29,1.14,326,1
25387,21593919,40.7151,-73.95129,100,22,30,6,0.24,279,1
31282,26947476,40.71771,-73.96431,125,25,30,4,0.35,58,1
6782,5319150,40.71323,-73.95852,120,26,30,22,0.39,217,1
33220,28872273,40.71875,-73.96376,130,28,30,4,0.36,149,1
25275,21527655,40.7163,-73.95087,100,40,30,5,0.2,1,1
29221,24656108,40.71598,-73.95466,134,133,30,70,3.58,222,1
24612,21108399,40.71328,-73.9633,158,160,30,9,0.37,338,1
25273,21527378,40.71549,-73.94973,100,166,30,4,0.21,360,1
12219,9876971,40.71947,-73.95677,219,177,30,3,0.08,1,1
6522,4996027,40.70971,-73.96561,225,179,30,22,0.43,64,1
20223,17434977,40.71942,-73.94272,80,187,30,9,0.28,166,1
7311,5944460,40.70965,-73.96817,180,199,30,4,0.11,53,1
6127,4744487,40.71181,-73.95736,118,219,30,30,0.5,84,1
29550,25005877,40.70996,-73.96129,168,234,30,7,0.38,335,1
28798,24188354,40.71972,-73.94462,80,254,30,6,0.36,166,1
